S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
0.03151965694967047,0.01605815711941577,1.2069168155373753,0.06344062859406,0.07409383259931362,0.03908738908465634,0.3598044383082509,8.111013282757363e-07,0.07181909057011161,0.09672410612210823,0.10036140368847477,0.11519352039440649,0.17164045810606512,1.0180555563297011,3.839537336294745,0.9141234682858954,0.3849983353456444,1.0598350322117656,0.42390105380341003,0.3777105413241335,0.11615343098667331,0.7835368435042079,0.3378985879277399,17.542833879727926,8.32899010189177e-48,0.005220173079741237,5.8082584850683485e-08,0.06317480724299061,0.07381058607506409,0.038915924949725345,0.3586058685158189,0.0865427203257393,0.01018138579636893,0.0018824889574072324,0.09847891473106753,2.5811188965848334e-05,1.6979570246373505,0.014434803231536935
