S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
0.019732219125743557,0.010103919554971284,0.3122232364960306,0.03480379495802792,0.04007060419705078,0.0183574937503483,2.3295468742639147,4.926806112606272e-07,0.07772864369696963,0.15217203373528823,0.1892192995171612,0.12214786494169566,0.4626314117068222,1.283117778032977,5.146229461273142,1.0869407507490512,0.7516987928802673,2.2144348271582253,0.8867070994160721,0.7977748634537566,0.24174222583705401,1.5576903635909995,0.7020445205561636,15.788360049039253,1.1364531577216771e-48,0.005430596681648711,3.745993614815065e-08,0.03470960238264705,0.03997167615973315,0.01830547641884107,2.3245361173871295,0.14144028325690544,0.01073175047838279,0.005446887454432768,0.18377241206272843,1.4268548099286814e-05,1.7124693037757692,0.0150818751813562
