obs_mode,train_scenario,test_scenario,algo,reward_config,seed,reward_mean,reward_std,ch4_avg,ch4_std,violation_rate,violation_rate_std,overall_score,terminated_rate,ph_mean,vfa_max_mean,vfa_cvar95,vfa_worst_episode,score_worst,score_cvar95,curriculum
full,low_load,high_load,sac,safety_first,42,-1.9114147691865635,0.0,2154.957727951193,4.793457962430056e-13,0.9749913164293156,1.1702778228589004e-16,0.6196132278868214,0.0,7.32234125696653,0.3526456153315571,0.9749913164293157,0.9749913164293157,0.6196132278868213,-0.6196132278868213,True
full,low_load,low_load,sac,safety_first,42,0.6811267913809049,0.0,1658.312278665239,2.396728981215028e-13,0.0,0.0,0.8915495655144096,0.0,7.186700875607643,0.19796214061442582,0.0,0.0,0.8915495655144094,-0.8915495655144094,True
full,low_load,shock_load,sac,safety_first,42,-0.8165035165981159,1.1702778228589004e-16,1967.0939502629285,2.396728981215028e-13,0.7999305314345257,1.1702778228589004e-16,0.6363452778772738,0.0,7.276833440801364,0.2309015697647497,0.7999305314345259,0.7999305314345259,0.6363452778772738,-0.6363452778772738,True
full,low_load,temperature_drop,sac,safety_first,42,-0.807898501200685,1.1702778228589004e-16,1970.5521903625843,0.0,0.8002778742618964,0.0,0.6378087077149879,0.0,7.276312075175707,0.23028384814247777,0.8002778742618964,0.8002778742618964,0.6378087077149879,-0.6378087077149879,True
full,low_load,cold_winter,sac,safety_first,42,-1.3745849176512637,0.0,1363.286391896259,2.396728981215028e-13,0.7488711358110455,0.0,0.5073125048952789,0.0,7.154617150694986,0.555448537730088,0.7488711358110455,0.7488711358110455,0.5073125048952789,-0.5073125048952789,True
full,low_load,nominal,sac,safety_first,123,-0.23882500834569348,5.851389114294502e-17,1903.0063327463006,2.396728981215028e-13,0.6043765196248697,0.0,0.7004358258319857,0.0,7.2642004482317875,0.21718411460030612,0.6043765196248697,0.6043765196248697,0.7004358258319857,-0.7004358258319857,True
full,low_load,high_load,sac,safety_first,123,-1.6370992593270486,0.0,2097.778563326133,0.0,0.9576241750607849,1.1702778228589004e-16,0.6083147903715325,0.0,7.310707243496675,0.31771913842546307,0.957624175060785,0.957624175060785,0.6083147903715324,-0.6083147903715324,True
full,low_load,low_load,sac,safety_first,123,0.6446569185130506,1.1702778228589004e-16,1560.2127695350011,0.0,0.0,0.0,0.8593727106580096,0.0,7.188591282015979,0.18631094695631162,0.0,0.0,0.8593727106580095,-0.8593727106580095,True
full,low_load,shock_load,sac,safety_first,123,-0.2592038740032323,0.0,1902.8717065195244,2.396728981215028e-13,0.611323376172282,0.0,0.6975514441974425,0.0,7.264595702590344,0.2211220219543371,0.611323376172282,0.611323376172282,0.6975514441974426,-0.6975514441974426,True
full,low_load,temperature_drop,sac,safety_first,123,-0.25180763995940264,0.0,1903.7774793878737,2.396728981215028e-13,0.6106286905175409,1.1702778228589004e-16,0.6983268065034928,0.0,7.264503965630037,0.21718411460030612,0.6106286905175408,0.6106286905175408,0.6983268065034927,-0.6983268065034927,True
full,low_load,cold_winter,sac,safety_first,123,-0.012266808015056394,0.0,1451.69980744574,2.396728981215028e-13,0.19456521739130433,0.0,-0.24436433520899142,1.0,7.198668366706729,0.8005309263898146,0.19456521739130433,0.19456521739130433,-0.24436433520899148,0.24436433520899148,True
full,low_load,nominal,sac,safety_first,456,-0.6874731697657452,0.0,2026.2936362598969,0.0,0.7106634248002779,0.0,0.6842658403466999,0.0,7.258672390017575,0.2558338760128781,0.7106634248002779,0.7106634248002779,0.6842658403466999,-0.6842658403466999,True
full,low_load,high_load,sac,safety_first,456,-1.9373357859077553,0.0,2186.4083532975696,4.793457962430056e-13,0.9885376866967697,0.0,0.6081868768964058,0.0,7.30915995400603,0.35242958489396725,0.9885376866967697,0.9885376866967697,0.6081868768964058,-0.6081868768964058,True
full,low_load,low_load,sac,safety_first,456,0.6590229311029654,0.0,1625.0320208093842,2.396728981215028e-13,0.017019798541160126,0.0,0.8710349392120985,0.0,7.184698953634049,0.20541549413325125,0.017019798541160126,0.017019798541160126,0.8710349392120986,-0.8710349392120986,True
full,low_load,shock_load,sac,safety_first,456,-0.6958293738091348,1.1702778228589004e-16,2026.431060135094,4.793457962430056e-13,0.715873567210837,1.1702778228589004e-16,0.6818085336625523,0.0,7.259322950613962,0.27527327978724714,0.7158735672108371,0.7158735672108371,0.6818085336625523,-0.6818085336625523,True
full,low_load,temperature_drop,sac,safety_first,456,-0.6867796230337354,0.0,2026.3255754754616,2.396728981215028e-13,0.7103160819729073,0.0,0.6844529489511865,0.0,7.258692053435662,0.2558338760128781,0.7103160819729073,0.7103160819729073,0.6844529489511865,-0.6844529489511865,True
full,low_load,cold_winter,sac,safety_first,456,0.3959442238390104,0.0,1184.5961110151532,0.0,0.1278221604723862,2.925694557147251e-17,0.6886255964517642,0.0,7.188248987306037,0.2250424920537803,0.12782216047238623,0.12782216047238623,0.6886255964517642,-0.6886255964517642,True
full,shock_load,nominal,sac,safety_first,42,0.7633715284852248,0.0,1774.1362710811366,2.396728981215028e-13,0.0,0.0,0.9272991110895592,0.0,7.227701221517743,0.19638744009064185,0.0,0.0,0.9272991110895593,-0.9272991110895593,True
full,shock_load,high_load,sac,safety_first,42,0.6477309420383335,1.1702778228589004e-16,1953.0737204913742,2.396728981215028e-13,0.13372698853768666,2.925694557147251e-17,0.9246207128415371,0.0,7.249215889275023,0.20885045363235646,0.1337269885376867,0.1337269885376867,0.9246207128415369,-0.9246207128415369,True
full,shock_load,low_load,sac,safety_first,42,0.5619157476233088,1.1702778228589004e-16,1327.381058236911,0.0,0.0,0.0,0.7876307598270668,0.0,7.182489048289274,0.1698746905843737,0.0,0.0,0.7876307598270667,-0.7876307598270667,True
full,shock_load,shock_load,sac,safety_first,42,0.7626216984523161,1.1702778228589004e-16,1778.3836800752815,0.0,0.0017367141368530739,0.0,0.9274730691436442,0.0,7.227956196719257,0.2033814618756959,0.0017367141368530739,0.0017367141368530739,0.9274730691436441,-0.9274730691436441,True
full,shock_load,temperature_drop,sac,safety_first,42,0.7628581820995148,1.1702778228589004e-16,1772.688159758117,0.0,0.0,0.0,0.9270752056201241,0.0,7.22775333754853,0.19638744009064185,0.0,0.0,0.927075205620124,-0.927075205620124,True
full,shock_load,cold_winter,sac,safety_first,42,-0.6354680691990745,0.0,1287.5308660917347,0.0,0.48106981590830145,5.851389114294502e-17,0.6060348696228406,0.0,7.169537598043471,0.4167748164871865,0.4810698159083015,0.4810698159083015,0.6060348696228406,-0.6060348696228406,True
full,shock_load,nominal,sac,safety_first,123,0.21212679868167128,0.0,1813.885098993925,0.0,0.376866967697117,5.851389114294502e-17,0.7882396914591361,0.0,7.250162443313798,0.2052985347291425,0.37686696769711703,0.37686696769711703,0.7882396914591361,-0.7882396914591361,True
full,shock_load,high_load,sac,safety_first,123,-0.4660214187559612,0.0,1969.226630663757,2.396728981215028e-13,0.8471691559569295,0.0,0.642366975939469,0.0,7.2702598963243235,0.21354130541987737,0.8471691559569295,0.8471691559569295,0.642366975939469,-0.642366975939469,True
full,shock_load,low_load,sac,safety_first,123,0.4758627980542996,0.0,1120.1895408935436,0.0,0.0,0.0,0.7286787759894839,0.0,7.195352178177839,0.17035973859600412,0.0,0.0,0.728678775989484,-0.728678775989484,True
full,shock_load,shock_load,sac,safety_first,123,0.18336101006169692,0.0,1817.900688757313,2.396728981215028e-13,0.39492879472038905,5.851389114294502e-17,0.7819788422123409,0.0,7.251108688371221,0.20574779879725252,0.394928794720389,0.394928794720389,0.7819788422123408,-0.7819788422123408,True
full,shock_load,temperature_drop,sac,safety_first,123,0.20593208689071812,0.0,1813.2805135158965,0.0,0.37964571031608196,0.0,0.7868567350017261,0.0,7.250384324679503,0.20567667010763252,0.37964571031608196,0.37964571031608196,0.7868567350017261,-0.7868567350017261,True
full,shock_load,cold_winter,sac,safety_first,123,0.002458789829173475,0.0,1167.4476971047466,0.0,0.12644947542794036,0.0,-0.26187474849280135,1.0,7.225882945362855,0.801876210816015,0.12644947542794036,0.12644947542794036,-0.26187474849280135,0.26187474849280135,True
full,shock_load,nominal,sac,safety_first,456,0.6418790134237933,1.1702778228589004e-16,1498.1942934870326,0.0,0.0,0.0,0.8832043512461512,0.0,7.221646570902823,0.14677078330720783,0.0,0.0,0.8832043512461512,-0.8832043512461512,True
full,shock_load,high_load,sac,safety_first,456,0.6911734962965576,0.0,1659.6250416876842,2.396728981215028e-13,0.020493226814866268,3.657118196434064e-18,0.9118680828345231,0.0,7.246455522125378,0.1665867979019922,0.02049322681486627,0.02049322681486627,0.9118680828345231,-0.9118680828345231,True
full,shock_load,low_load,sac,safety_first,456,0.41058326550661917,5.851389114294502e-17,972.6370963038984,1.198364490607514e-13,0.0,0.0,0.6889846767938882,0.0,7.1967033137808425,0.13597741896712084,0.0,0.0,0.6889846767938882,-0.6889846767938882,True
full,shock_load,shock_load,sac,safety_first,456,0.6428482408873151,1.1702778228589004e-16,1499.4265057190078,0.0,0.0,0.0,0.8833985907982465,0.0,7.221855204572338,0.14744495709896105,0.0,0.0,0.8833985907982465,-0.8833985907982465,True
full,shock_load,temperature_drop,sac,safety_first,456,0.6415171528264579,1.1702778228589004e-16,1497.2157410121638,0.0,0.0,0.0,0.8829097586884135,0.0,7.221769063991042,0.14659491270120215,0.0,0.0,0.8829097586884136,-0.8829097586884136,True
full,shock_load,cold_winter,sac,safety_first,456,0.34997976619553767,5.851389114294502e-17,747.6989696624188,0.0,0.0,0.0,0.6442693901829915,0.0,7.2321160136391125,0.13323099681909448,0.0,0.0,0.6442693901829915,-0.6442693901829915,True
full,temperature_drop,nominal,sac,safety_first,42,0.6528460930359902,1.1702778228589004e-16,1480.859541095778,2.396728981215028e-13,0.0,0.0,0.8722686206892891,0.0,7.232175460479223,0.1516720059067107,0.0,0.0,0.8722686206892892,-0.8722686206892892,True
full,temperature_drop,high_load,sac,safety_first,42,0.13119870269760084,2.925694557147251e-17,1776.724239505344,2.396728981215028e-13,0.42445293504689124,5.851389114294502e-17,0.7713915305015606,0.0,7.25722589104592,0.19941790047973038,0.4244529350468913,0.4244529350468913,0.7713915305015606,-0.7713915305015606,True
full,temperature_drop,low_load,sac,safety_first,42,0.43034418870823776,0.0,1048.0927933621258,0.0,0.0,0.0,0.7438848621820566,0.0,7.163254305588081,0.13316500458687036,0.0,0.0,0.7438848621820566,-0.7438848621820566,True
full,temperature_drop,shock_load,sac,safety_first,42,0.6523114156120127,1.1702778228589004e-16,1481.0884793449636,2.396728981215028e-13,0.0,0.0,0.8718970823592993,0.0,7.232144573894577,0.1516720059067107,0.0,0.0,0.8718970823592994,-0.8718970823592994,True
full,temperature_drop,temperature_drop,sac,safety_first,42,0.6509313490970825,0.0,1476.7614789779268,0.0,0.0,0.0,0.8708848422934526,0.0,7.231947151365921,0.1516720059067107,0.0,0.0,0.8708848422934525,-0.8708848422934525,True
full,temperature_drop,cold_winter,sac,safety_first,42,0.3117513454027593,5.851389114294502e-17,688.3055723117197,1.198364490607514e-13,0.0,0.0,0.6223739186698855,0.0,7.169790206671796,0.13318045169022705,0.0,0.0,0.6223739186698855,-0.6223739186698855,True
full,temperature_drop,nominal,sac,safety_first,123,0.3377462035012654,0.0,1213.4790142552993,0.0,0.14171587356721083,0.0,0.7548723240350788,0.0,7.256686241057849,0.1332291056194869,0.14171587356721083,0.14171587356721083,0.7548723240350789,-0.7548723240350789,True
full,temperature_drop,high_load,sac,safety_first,123,-0.434007961935185,0.0,1418.5040552781204,2.396728981215028e-13,0.7075373393539424,0.0,0.5830874311796492,0.0,7.273335639733314,0.14976929040815318,0.7075373393539424,0.7075373393539424,0.5830874311796492,-0.5830874311796492,True
full,temperature_drop,low_load,sac,safety_first,123,0.32925405448429734,0.0,730.358358534337,0.0,0.0,0.0,0.6485456235962221,0.0,7.228140522195178,0.1331941672051698,0.0,0.0,0.6485456235962221,-0.6485456235962221,True
full,temperature_drop,shock_load,sac,safety_first,123,0.3370720232928949,5.851389114294502e-17,1212.141445786358,0.0,0.14171587356721083,0.0,0.7545634410472727,0.0,7.256587016452502,0.1332291056194869,0.14171587356721083,0.14171587356721083,0.7545634410472727,-0.7545634410472727,True
full,temperature_drop,temperature_drop,sac,safety_first,123,0.33154480964253,0.0,1200.1313004362619,0.0,0.14171587356721083,0.0,0.7504579045168001,0.0,7.255888066786509,0.1332291056194869,0.14171587356721083,0.14171587356721083,0.7504579045168001,-0.7504579045168001,True
full,temperature_drop,cold_winter,sac,safety_first,123,0.3999956963301608,0.0,838.3699470143013,1.198364490607514e-13,0.0,0.0,0.6957976036179583,0.0,7.244030647899538,0.17753601823526605,0.0,0.0,0.6957976036179584,-0.6957976036179584,True
full,temperature_drop,nominal,sac,safety_first,456,0.6522068201208114,1.1702778228589004e-16,1485.0876718800087,2.396728981215028e-13,0.0,0.0,0.8665783797649451,0.0,7.229769541900895,0.14833459933856916,0.0,0.0,0.8665783797649451,-0.8665783797649451,True
full,temperature_drop,high_load,sac,safety_first,456,0.5936844279984533,0.0,1702.9375791882317,2.396728981215028e-13,0.10142410559221952,0.0,0.8851217088053008,0.0,7.248510819420558,0.1784514345198303,0.10142410559221952,0.10142410559221952,0.8851217088053009,-0.8851217088053009,True
full,temperature_drop,low_load,sac,safety_first,456,0.3853070492357372,0.0,885.1878724358043,0.0,0.0,0.0,0.652834262593115,0.0,7.208095155728524,0.13350320921720243,0.0,0.0,0.652834262593115,-0.652834262593115,True
full,temperature_drop,shock_load,sac,safety_first,456,0.6518093921332582,0.0,1484.6917904714842,0.0,0.0,0.0,0.8662087727315704,0.0,7.22991590129776,0.1483630012779944,0.0,0.0,0.8662087727315705,-0.8662087727315705,True
full,temperature_drop,temperature_drop,sac,safety_first,456,0.6509853782782458,1.1702778228589004e-16,1481.1420216423169,2.396728981215028e-13,0.0,0.0,0.8649750049386048,0.0,7.229950606085869,0.14823883517400202,0.0,0.0,0.8649750049386048,-0.8649750049386048,True
full,temperature_drop,cold_winter,sac,safety_first,456,0.3083202417915309,0.0,650.6480952751452,0.0,0.0,0.0,0.6133918138028898,0.0,7.231357860455771,0.1332667636592187,0.0,0.0,0.6133918138028898,-0.6133918138028898,True
full,cold_winter,nominal,sac,safety_first,42,0.5937544181271356,1.1702778228589004e-16,1962.0255230732323,2.396728981215028e-13,0.16220910038207711,0.0,0.9044605514433247,0.0,7.237443953216979,0.2125002034884949,0.16220910038207711,0.16220910038207711,0.9044605514433246,-0.9044605514433246,True
full,cold_winter,high_load,sac,safety_first,42,-1.2731043924929686,2.340555645717801e-16,2156.5245664314816,4.793457962430056e-13,0.9458145189301842,1.1702778228589004e-16,0.6392560753378912,0.0,7.275242231463227,0.23384292319998584,0.9458145189301841,0.9458145189301841,0.6392560753378912,-0.6392560753378912,True
full,cold_winter,low_load,sac,safety_first,42,0.5889514689152676,1.1702778228589004e-16,1419.975285176583,2.396728981215028e-13,0.0,0.0,0.8226001339143376,0.0,7.175703359524623,0.19378473764996834,0.0,0.0,0.8226001339143376,-0.8226001339143376,True
full,cold_winter,shock_load,sac,safety_first,42,0.5749827538306346,0.0,1964.4439002209679,2.396728981215028e-13,0.17610281347690168,2.925694557147251e-17,0.8994585243486807,0.0,7.238289661072121,0.21484141571295295,0.1761028134769017,0.1761028134769017,0.8994585243486807,-0.8994585243486807,True
full,cold_winter,temperature_drop,sac,safety_first,42,0.592265252642713,1.1702778228589004e-16,1961.8074793581097,0.0,0.16359847169155955,2.925694557147251e-17,0.9038470218059447,0.0,7.237464309733693,0.2125002034884949,0.16359847169155958,0.16359847169155958,0.9038470218059447,-0.9038470218059447,True
full,cold_winter,cold_winter,sac,safety_first,42,0.4286474591127071,5.851389114294502e-17,973.8362996164535,2.396728981215028e-13,0.012504341785342132,0.0,0.6672924245098494,0.0,7.190957422671358,0.21125929288954218,0.012504341785342132,0.012504341785342132,0.6672924245098494,-0.6672924245098494,True
full,cold_winter,nominal,sac,safety_first,123,0.5329661555333656,1.1702778228589004e-16,1879.492751029109,0.0,0.1691559569294894,0.0,0.8816612974809199,0.0,7.2301338642965005,0.20851945853713164,0.1691559569294894,0.1691559569294894,0.8816612974809199,-0.8816612974809199,True
full,cold_winter,high_load,sac,safety_first,123,-1.0758235377107475,2.340555645717801e-16,2091.8772738529105,0.0,0.8860715526224382,1.1702778228589004e-16,0.6435904095761833,0.0,7.279943505623587,0.23991161708159853,0.8860715526224383,0.8860715526224383,0.6435904095761833,-0.6435904095761833,True
full,cold_winter,low_load,sac,safety_first,123,0.6062326080102103,1.1702778228589004e-16,1475.2065246965108,0.0,0.0,0.0,0.8472216455580865,0.0,7.161045099989326,0.188476672406458,0.0,0.0,0.8472216455580865,-0.8472216455580865,True
full,cold_winter,shock_load,sac,safety_first,123,0.525080442696808,0.0,1878.1343250943598,2.396728981215028e-13,0.17262938520319554,2.925694557147251e-17,0.8798197915367009,0.0,7.2306886830888315,0.21537960136579887,0.17262938520319557,0.17262938520319557,0.879819791536701,-0.879819791536701,True
full,cold_winter,temperature_drop,sac,safety_first,123,0.5329158110865448,0.0,1879.3444048118806,2.396728981215028e-13,0.1691559569294894,0.0,0.8816375362857147,0.0,7.230120432528952,0.20851945853713164,0.1691559569294894,0.1691559569294894,0.8816375362857148,-0.8816375362857148,True
full,cold_winter,cold_winter,sac,safety_first,123,0.4157784993307082,5.851389114294502e-17,950.0571299454347,1.198364490607514e-13,0.0187565126780132,0.0,0.6632340321462858,0.0,7.196478299843838,0.20872055587856142,0.0187565126780132,0.0187565126780132,0.6632340321462858,-0.6632340321462858,True
full,cold_winter,nominal,sac,safety_first,456,0.22389498571068125,0.0,1924.0576961916045,0.0,0.38624522403612366,0.0,0.8111006210371186,0.0,7.246399601199786,0.20964690083823379,0.38624522403612366,0.38624522403612366,0.8111006210371184,-0.8111006210371184,True
full,cold_winter,high_load,sac,safety_first,456,-1.3097623477681368,0.0,2086.500467496041,4.793457962430056e-13,0.9583188607155261,1.1702778228589004e-16,0.620418175102736,0.0,7.299932124680756,0.261912551221338,0.9583188607155262,0.9583188607155262,0.620418175102736,-0.620418175102736,True
full,cold_winter,low_load,sac,safety_first,456,0.6149556636135802,0.0,1514.3635956392375,0.0,0.0,0.0,0.8634214249955905,0.0,7.163376421530056,0.184907280423023,0.0,0.0,0.8634214249955905,-0.8634214249955905,True
full,cold_winter,shock_load,sac,safety_first,456,0.21427023091553363,0.0,1924.9992613698992,2.396728981215028e-13,0.39076068079194165,0.0,0.8094678594259322,0.0,7.247054708708892,0.20964690083823379,0.39076068079194165,0.39076068079194165,0.8094678594259322,-0.8094678594259322,True
full,cold_winter,temperature_drop,sac,safety_first,456,0.22594359730801075,2.925694557147251e-17,1923.9397196285286,2.396728981215028e-13,0.3848558527266412,0.0,0.8116270900694642,0.0,7.246371415357009,0.20964690083823379,0.3848558527266412,0.3848558527266412,0.8116270900694643,-0.8116270900694643,True
full,cold_winter,cold_winter,sac,safety_first,456,0.4136673694334614,0.0,961.4355468851187,0.0,0.016325112886418892,3.657118196434064e-18,0.6674472617237306,0.0,7.179464038019494,0.20986082543267318,0.016325112886418896,0.016325112886418896,0.6674472617237306,-0.6674472617237306,True
full,nominal,nominal,ppo,safety_first_curriculum,42,0.0740710746660099,1.4628472785736255e-17,347.49686147168677,0.0,0.10072941993747828,1.4628472785736255e-17,0.5546968116906739,0.0,7.261762722858082,0.13316452185062452,0.10072941993747829,0.10072941993747829,0.5546968116906739,-0.5546968116906739,True
full,nominal,high_load,ppo,safety_first_curriculum,42,-0.47362403594521246,0.0,438.66695650599706,5.99182245303757e-14,0.4949635290031261,5.851389114294502e-17,0.4268289496554082,0.0,7.279409246701197,0.13317302082970423,0.49496352900312607,0.49496352900312607,0.4268289496554082,-0.4268289496554082,True
full,nominal,low_load,ppo,safety_first_curriculum,42,0.07978511747802798,0.0,255.96151193118894,2.995911226518785e-14,0.06564779437304621,1.4628472785736255e-17,0.5276154267101577,0.0,7.242564534385663,0.13315602245558703,0.0656477943730462,0.0656477943730462,0.5276154267101577,-0.5276154267101577,True
full,nominal,shock_load,ppo,safety_first_curriculum,42,0.0745375232098531,1.4628472785736255e-17,348.4873497094241,0.0,0.10072941993747828,1.4628472785736255e-17,0.5550327032975944,0.0,7.261954149549093,0.13316452185062452,0.10072941993747829,0.10072941993747829,0.5550327032975944,-0.5550327032975944,True
full,nominal,temperature_drop,ppo,safety_first_curriculum,42,0.0740287503314635,0.0,347.4707573040446,0.0,0.10072941993747828,1.4628472785736255e-17,0.554685642588568,0.0,7.261726819137406,0.13316452185062452,0.10072941993747829,0.10072941993747829,0.5546856425885679,-0.5546856425885679,True
full,nominal,cold_winter,ppo,safety_first_curriculum,42,0.113812181749867,1.4628472785736255e-17,331.67610668357537,5.99182245303757e-14,0.04411253907606809,7.314236392868128e-18,0.5703810930982648,0.0,7.230541481518055,0.13316438993781937,0.04411253907606808,0.04411253907606808,0.5703810930982649,-0.5703810930982649,True
full,nominal,nominal,ppo,safety_first_curriculum,123,-0.7273222233443868,0.0,460.60485651243596,5.99182245303757e-14,0.6707189996526572,1.1702778228589004e-16,0.3692567086061088,0.0,7.283771062804247,0.13316452184872316,0.6707189996526571,0.6707189996526571,0.3692567086061088,-0.3692567086061088,True
full,nominal,high_load,ppo,safety_first_curriculum,123,-1.1840289759094385,0.0,551.4991034545465,0.0,0.9906217436609934,0.0,0.26589320985763587,0.0,7.299572835961209,0.13317302082778465,0.9906217436609934,0.9906217436609934,0.26589320985763587,-0.26589320985763587,True
full,nominal,low_load,ppo,safety_first_curriculum,123,0.08067625249953587,1.4628472785736255e-17,368.81548775083445,5.99182245303757e-14,0.10350816255644321,0.0,0.5636169594322313,0.0,7.265691341662114,0.1331560224537039,0.10350816255644321,0.10350816255644321,0.5636169594322313,-0.5636169594322313,True
full,nominal,shock_load,ppo,safety_first_curriculum,123,-0.7353796610246189,0.0,461.48083240186463,5.99182245303757e-14,0.676276484890587,0.0,0.36720875919766793,0.0,7.2838973831799905,0.13316452184872316,0.676276484890587,0.676276484890587,0.36720875919766793,-0.36720875919766793,True
full,nominal,temperature_drop,ppo,safety_first_curriculum,123,-0.7064185126048781,1.1702778228589004e-16,460.5950573362742,0.0,0.6568252865578327,1.1702778228589004e-16,0.37481055285122844,0.0,7.283752522364234,0.13316452184872316,0.6568252865578326,0.6568252865578326,0.37481055285122844,-0.37481055285122844,True
full,nominal,cold_winter,ppo,safety_first_curriculum,123,0.18083614010708923,0.0,449.83374325228834,5.99182245303757e-14,0.04584925321292115,0.0,0.6154847758878199,0.0,7.255644816918869,0.13316438993592977,0.04584925321292115,0.04584925321292115,0.6154847758878199,-0.6154847758878199,True
full,nominal,nominal,ppo,safety_first_curriculum,456,0.07407110335714782,0.0,347.49688221995115,0.0,0.10072941993747828,1.4628472785736255e-17,0.5546968197199218,0.0,7.2617627665477595,0.13316452184841945,0.10072941993747829,0.10072941993747829,0.5546968197199217,-0.5546968197199217,True
full,nominal,high_load,ppo,safety_first_curriculum,456,-0.4736240685277061,0.0,438.6669700574101,0.0,0.4949635290031261,5.851389114294502e-17,0.4268289534801647,0.0,7.279409276069957,0.1331730208274781,0.49496352900312607,0.49496352900312607,0.4268289534801647,-0.4268289534801647,True
full,nominal,low_load,ppo,safety_first_curriculum,456,0.07978517794264836,0.0,255.96153485546716,0.0,0.06564779437304621,1.4628472785736255e-17,0.5276154396943566,0.0,7.242564588873028,0.13315602245340313,0.0656477943730462,0.0656477943730462,0.5276154396943568,-0.5276154396943568,True
full,nominal,shock_load,ppo,safety_first_curriculum,456,0.07453755130893633,0.0,348.4873703048173,0.0,0.10072941993747828,1.4628472785736255e-17,0.5550327112212535,0.0,7.261954192948861,0.13316452184841945,0.10072941993747829,0.10072941993747829,0.5550327112212536,-0.5550327112212536,True
full,nominal,temperature_drop,ppo,safety_first_curriculum,456,0.07402877993569154,1.4628472785736255e-17,347.4707782882866,0.0,0.10072941993747828,1.4628472785736255e-17,0.5546856507130544,0.0,7.261726863208144,0.13316452184841945,0.10072941993747829,0.10072941993747829,0.5546856507130544,-0.5546856507130544,True
full,nominal,cold_winter,ppo,safety_first_curriculum,456,0.11381241478506492,0.0,331.67617997568817,0.0,0.04411253907606809,7.314236392868128e-18,0.5703811284557625,0.0,7.230541618424145,0.13316438993562799,0.04411253907606808,0.04411253907606808,0.5703811284557624,-0.5703811284557624,True
full,high_load,nominal,ppo,safety_first_curriculum,42,-1.1711740328183224,0.0,605.6791210621739,1.198364490607514e-13,0.990274400833623,1.1702778228589004e-16,0.27184385696289104,0.0,7.307733771752355,0.13318880354087978,0.9902744008336228,0.9902744008336228,0.27184385696289104,-0.27184385696289104,True
full,high_load,high_load,ppo,safety_first_curriculum,42,-1.140009108726121,2.340555645717801e-16,767.8392062103667,0.0,0.9888850295241405,1.1702778228589004e-16,0.30864538689639254,0.0,7.3305830571055015,0.13320458482070524,0.9888850295241404,0.9888850295241404,0.30864538689639254,-0.30864538689639254,True
full,high_load,low_load,ppo,safety_first_curriculum,42,-0.473623945282798,0.0,438.66690601203436,0.0,0.4949635290031261,5.851389114294502e-17,0.42682893640755654,0.0,7.279409164098067,0.13317302082667265,0.49496352900312607,0.49496352900312607,0.4268289364075566,-0.4268289364075566,True
full,high_load,shock_load,ppo,safety_first_curriculum,42,-1.1709235665134583,0.0,607.44986075378,0.0,0.990274400833623,1.1702778228589004e-16,0.2721937097859216,0.0,7.307989245290122,0.13318880354087978,0.9902744008336228,0.9902744008336228,0.27219370978592156,-0.27219370978592156,True
full,high_load,temperature_drop,ppo,safety_first_curriculum,42,-1.1709665432467422,0.0,605.6907023793,0.0,0.990274400833623,1.1702778228589004e-16,0.2718455679159078,0.0,7.307742241725895,0.13318880354087978,0.9902744008336228,0.9902744008336228,0.27184556791590775,-0.27184556791590775,True
full,high_load,cold_winter,ppo,safety_first_curriculum,42,-0.20032190847737796,0.0,591.1378959752841,1.198364490607514e-13,0.3535949982632859,0.0,0.522995260998804,0.0,7.2861161954446585,0.1331886679958951,0.3535949982632859,0.3535949982632859,0.522995260998804,-0.522995260998804,True
full,high_load,nominal,ppo,safety_first_curriculum,123,-1.171172118195954,2.340555645717801e-16,605.5847079273099,0.0,0.990274400833623,1.1702778228589004e-16,0.2719182401943222,0.0,7.307702690245735,0.13316452184893565,0.9902744008336228,0.9902744008336228,0.2719182401943222,-0.2719182401943222,True
full,high_load,high_load,ppo,safety_first_curriculum,123,-1.139996523325939,0.0,767.7196329600667,1.198364490607514e-13,0.9888850295241405,1.1702778228589004e-16,0.30869082011908944,0.0,7.33054736171493,0.13317302082799926,0.9888850295241404,0.9888850295241404,0.30869082011908944,-0.30869082011908944,True
full,high_load,low_load,ppo,safety_first_curriculum,123,-0.4731196544334567,5.851389114294502e-17,438.5996609016217,0.0,0.49461618617575553,5.851389114294502e-17,0.4270750307273653,0.0,7.279384617769635,0.1331560224539144,0.4946161861757555,0.4946161861757555,0.4270750307273653,-0.4270750307273653,True
full,high_load,shock_load,ppo,safety_first_curriculum,123,-1.1709215556807846,0.0,607.3554674146046,1.198364490607514e-13,0.990274400833623,1.1702778228589004e-16,0.27226721450094077,0.0,7.307958209286094,0.13316452184893565,0.9902744008336228,0.9902744008336228,0.27226721450094077,-0.27226721450094077,True
full,high_load,temperature_drop,ppo,safety_first_curriculum,123,-1.1709646690572748,0.0,605.5962746048107,0.0,0.990274400833623,1.1702778228589004e-16,0.2719199392787782,0.0,7.307711146511148,0.13316452184893565,0.9902744008336228,0.9902744008336228,0.2719199392787782,-0.2719199392787782,True
full,high_load,cold_winter,ppo,safety_first_curriculum,123,-0.19515045794809893,0.0,591.0383471548764,0.0,0.3501215699895797,0.0,0.5244634079606378,0.0,7.286077708273612,0.13316438993614096,0.3501215699895797,0.3501215699895797,0.524463407960638,-0.524463407960638,True
