obs_mode,train_scenario,test_scenario,algo,reward_config,seed,reward_mean,reward_std,ch4_avg,ch4_std,violation_rate,violation_rate_std,overall_score,terminated_rate,ph_mean,vfa_max_mean,vfa_cvar95,vfa_worst_episode,score_worst,score_cvar95,curriculum
full,low_load,shock_load,ppo,safety_first,42,-1.2272068082389658,0.0,607.3553548496473,0.0,0.990274400833623,1.1702778228589004e-16,0.27226717457827015,0.0,7.307958230443281,0.13316452185007005,0.9902744008336228,0.9902744008336228,0.2722671745782701,-0.2722671745782701,False
full,low_load,temperature_drop,ppo,safety_first,42,-1.227400837175543,0.0,605.5961711619119,0.0,0.990274400833623,1.1702778228589004e-16,0.27191990219636386,0.0,7.307711177073391,0.13316452185007005,0.9902744008336228,0.9902744008336228,0.27191990219636386,-0.27191990219636386,False
full,low_load,cold_winter,ppo,safety_first,42,-0.2388831161483697,5.851389114294502e-17,591.0394017243251,0.0,0.3501215699895797,0.0,0.5244636890660201,0.0,7.2860790973168985,0.13316438993726834,0.3501215699895797,0.3501215699895797,0.5244636890660201,-0.5244636890660201,False
full,low_load,nominal,ppo,safety_first,123,0.014497059423597813,1.828559098217032e-18,347.4968288319575,0.0,0.10072941993747828,1.4628472785736255e-17,0.5546967999587957,0.0,7.261762651232319,0.13316452184910813,0.10072941993747829,0.10072941993747829,0.5546967999587957,-0.5546967999587957,False
full,low_load,high_load,ppo,safety_first,123,-0.5333608978974309,1.1702778228589004e-16,438.6669315262144,5.99182245303757e-14,0.4949635290031261,5.851389114294502e-17,0.42682894379683683,0.0,7.279409190549532,0.13317302082817334,0.49496352900312607,0.49496352900312607,0.42682894379683683,-0.42682894379683683,False
full,low_load,low_load,ppo,safety_first,123,0.021777174285288532,0.0,255.9614815555833,0.0,0.06564779437304621,1.4628472785736255e-17,0.5276154090801091,0.0,7.242564462563837,0.13315602245408514,0.0656477943730462,0.0656477943730462,0.5276154090801091,-0.5276154090801091,False
full,low_load,shock_load,ppo,safety_first,123,0.014950154665864085,0.0,348.48731717000743,0.0,0.10072941993747828,1.4628472785736255e-17,0.5550326916979464,0.0,7.261954078031508,0.13316452184910813,0.10072941993747829,0.10072941993747829,0.5550326916979463,-0.5550326916979463,False
full,low_load,temperature_drop,ppo,safety_first,123,0.01448455986100416,0.0,347.47072430703645,5.99182245303757e-14,0.10072941993747828,1.4628472785736255e-17,0.5546856307106527,0.0,7.261726746938211,0.13316452184910813,0.10072941993747829,0.10072941993747829,0.5546856307106527,-0.5546856307106527,False
full,low_load,cold_winter,ppo,safety_first,123,0.09194242141068619,0.0,331.6759961519059,5.99182245303757e-14,0.04411253907606809,7.314236392868128e-18,0.5703810404739744,0.0,7.230541266016895,0.13316438993631236,0.04411253907606808,0.04411253907606808,0.5703810404739744,-0.5703810404739744,False
full,low_load,nominal,ppo,safety_first,456,-1.227536015282519,0.0,605.5847851427636,1.198364490607514e-13,0.990274400833623,1.1702778228589004e-16,0.27191826701297706,0.0,7.307702672872493,0.13316452184926214,0.9902744008336228,0.9902744008336228,0.27191826701297706,-0.27191826701297706,False
full,low_load,high_load,ppo,safety_first,456,-1.1885978084745015,0.0,767.7199883944268,0.0,0.9888850295241405,1.1702778228589004e-16,0.3086909053707375,0.0,7.3305475629201755,0.13317302082832883,0.9888850295241404,0.9888850295241404,0.3086909053707375,-0.3086909053707375,False
full,low_load,low_load,ppo,safety_first,456,-0.5328572261619164,0.0,438.5995457807101,5.99182245303757e-14,0.49461618617575553,5.851389114294502e-17,0.42707500086540817,0.0,7.279384364711402,0.13315602245423772,0.4946161861757555,0.4946161861757555,0.4270750008654081,-0.4270750008654081,False
full,low_load,shock_load,ppo,safety_first,456,-1.2272040251881982,2.340555645717801e-16,607.3555481785096,0.0,0.990274400833623,1.1702778228589004e-16,0.2722672426973149,0.0,7.30795819551861,0.13316452184926214,0.9902744008336228,0.9902744008336228,0.2722672426973149,-0.2722672426973149,False
full,low_load,temperature_drop,ppo,safety_first,456,-1.227398060025695,0.0,605.5963488777409,1.198364490607514e-13,0.990274400833623,1.1702778228589004e-16,0.2719199654742148,0.0,7.307711125970593,0.13316452184926214,0.9902744008336228,0.9902744008336228,0.2719199654742148,-0.2719199654742148,False
full,low_load,cold_winter,ppo,safety_first,456,-0.23888358961290432,0.0,591.0375881501096,0.0,0.3501215699895797,0.0,0.5244632053000547,0.0,7.28607671153611,0.13316438993646545,0.3501215699895797,0.3501215699895797,0.5244632053000546,-0.5244632053000546,False
full,shock_load,nominal,ppo,safety_first,42,0.014497012628388328,1.828559098217032e-18,347.4967115585095,0.0,0.10072941993747828,1.4628472785736255e-17,0.5546967570405605,0.0,7.261762397537874,0.13316452184895028,0.10072941993747829,0.10072941993747829,0.5546967570405605,-0.5546967570405605,False
full,shock_load,high_load,ppo,safety_first,42,-0.533360734751217,1.1702778228589004e-16,438.6668472332443,5.99182245303757e-14,0.4949635290031261,5.851389114294502e-17,0.42682892263609473,0.0,7.279409003954294,0.13317302082801394,0.49496352900312607,0.49496352900312607,0.42682892263609473,-0.42682892263609473,False
full,shock_load,low_load,ppo,safety_first,42,0.021777122493505587,0.0,255.96136580562052,0.0,0.06564779437304621,1.4628472785736255e-17,0.5276153422053407,0.0,7.242564187303638,0.13315602245392893,0.0656477943730462,0.0656477943730462,0.5276153422053407,-0.5276153422053407,False
full,shock_load,shock_load,ppo,safety_first,42,0.014950108244333429,1.828559098217032e-18,348.4872004202722,5.99182245303757e-14,0.10072941993747828,1.4628472785736255e-17,0.5550326492965505,0.0,7.261953825130308,0.13316452184895028,0.10072941993747829,0.10072941993747829,0.5550326492965505,-0.5550326492965505,False
full,shock_load,temperature_drop,ppo,safety_first,42,0.014484512427556254,0.0,347.4706057350494,0.0,0.10072941993747828,1.4628472785736255e-17,0.5546855872659613,0.0,7.261726491163019,0.13316452184895028,0.10072941993747829,0.10072941993747829,0.5546855872659613,-0.5546855872659613,False
full,shock_load,cold_winter,ppo,safety_first,42,0.09194222680234543,0.0,331.67559303411656,0.0,0.04411253907606809,7.314236392868128e-18,0.5703808484935211,0.0,7.2305404924356385,0.13316438993615545,0.04411253907606808,0.04411253907606808,0.5703808484935212,-0.5703808484935212,False
full,shock_load,nominal,ppo,safety_first,123,-1.246761483974005,0.0,531.8052848713548,0.0,0.9906217436609934,0.0,0.25598015223135046,0.0,7.295929851136928,0.13316452185071112,0.9906217436609934,0.9906217436609934,0.2559801522313505,-0.2559801522313505,False
full,shock_load,high_load,ppo,safety_first,123,-1.2115258351023106,0.0,668.791488833381,0.0,0.9895797151788817,1.1702778228589004e-16,0.288379726930612,0.0,7.317202033350613,0.1331730208297918,0.9895797151788815,0.9895797151788815,0.288379726930612,-0.288379726930612,False
full,shock_load,low_load,ppo,safety_first,123,-0.02839745418994962,3.657118196434064e-18,396.7116076624989,0.0,0.14553664466828758,2.925694557147251e-17,0.5551093500892665,0.0,7.271416459943241,0.13315602245567285,0.1455366446682876,0.1455366446682876,0.5551093500892665,-0.5551093500892665,False
full,shock_load,shock_load,ppo,safety_first,123,-1.2464590899582826,0.0,533.2753785566548,0.0,0.9906217436609934,0.0,0.25628479258905557,0.0,7.296159662501145,0.13316452185071112,0.9906217436609934,0.9906217436609934,0.25628479258905557,-0.25628479258905557,False
full,shock_load,temperature_drop,ppo,safety_first,123,-1.2466368522543387,0.0,531.8018137860616,0.0,0.9906217436609934,0.0,0.25597861638702746,0.0,7.295923879905418,0.13316452185071112,0.9906217436609934,0.9906217436609934,0.25597861638702746,-0.25597861638702746,False
full,shock_load,cold_winter,ppo,safety_first,123,0.17382009827440975,0.0,516.6288816678917,0.0,0.05071205279610976,0.0,0.6278001160197129,0.0,7.270500619676852,0.13316438993790541,0.05071205279610976,0.05071205279610976,0.6278001160197129,-0.6278001160197129,False
full,shock_load,nominal,ppo,safety_first,456,0.014497046604276106,1.828559098217032e-18,347.4967969208639,5.99182245303757e-14,0.10072941993747828,1.4628472785736255e-17,0.5546967880657094,0.0,7.261762582670262,0.13316452184585567,0.10072941993747829,0.10072941993747829,0.5546967880657094,-0.5546967880657094,False
full,shock_load,high_load,ppo,safety_first,456,-0.5333608565475056,0.0,438.6669096285303,0.0,0.4949635290031261,5.851389114294502e-17,0.42682893822497225,0.0,7.279409142313649,0.13317302082488963,0.49496352900312607,0.49496352900312607,0.42682893822497225,-0.42682893822497225,False
full,shock_load,low_load,ppo,safety_first,456,0.021777159134066866,3.657118196434064e-18,255.96144793349282,0.0,0.06564779437304621,1.4628472785736255e-17,0.5276153891934946,0.0,7.2425643839766165,0.13315602245086405,0.0656477943730462,0.0656477943730462,0.5276153891934947,-0.5276153891934947,False
full,shock_load,shock_load,ppo,safety_first,456,0.014950141953756161,1.828559098217032e-18,348.487285415727,0.0,0.10072941993747828,1.4628472785736255e-17,0.5550326799471355,0.0,7.261954009724237,0.13316452184585567,0.10072941993747829,0.10072941993747829,0.5550326799471355,-0.5550326799471355,False
full,shock_load,temperature_drop,ppo,safety_first,456,0.014484546866086457,1.828559098217032e-18,347.47069203824196,0.0,0.10072941993747828,1.4628472785736255e-17,0.5546856186721348,0.0,7.26172667780307,0.13316452184585567,0.10072941993747829,0.10072941993747829,0.5546856186721348,-0.5546856186721348,False
full,shock_load,cold_winter,ppo,safety_first,456,0.09194236808496513,0.0,331.6758857293918,0.0,0.04411253907606809,7.314236392868128e-18,0.5703809874262721,0.0,7.230541054973481,0.13316438993308005,0.04411253907606808,0.04411253907606808,0.570380987426272,-0.570380987426272,False
full,temperature_drop,nominal,ppo,safety_first,42,0.014497108693551053,1.828559098217032e-18,347.4969513071152,5.99182245303757e-14,0.10072941993747828,1.4628472785736255e-17,0.5546968458566467,0.0,7.261762914645805,0.13316452184869476,0.10072941993747829,0.10072941993747829,0.5546968458566467,-0.5546968458566467,False
full,temperature_drop,high_load,ppo,safety_first,42,-0.5333610643730907,1.1702778228589004e-16,438.66701834914767,5.99182245303757e-14,0.4949635290031261,5.851389114294502e-17,0.42682896593267383,0.0,7.27940938234426,0.13317302082775598,0.49496352900312607,0.49496352900312607,0.42682896593267383,-0.42682896593267383,False
full,temperature_drop,low_load,ppo,safety_first,42,0.02177723059798443,3.657118196434064e-18,255.96160662401917,0.0,0.06564779437304621,1.4628472785736255e-17,0.5276154824556583,0.0,7.2425647565312214,0.1331560224536758,0.0656477943730462,0.0656477943730462,0.5276154824556583,-0.5276154824556583,False
full,temperature_drop,shock_load,ppo,safety_first,42,0.014950203528715811,0.0,348.48743905432605,0.0,0.10072941993747828,1.4628472785736255e-17,0.5550327370497712,0.0,7.261954340507184,0.13316452184869476,0.10072941993747829,0.10072941993747829,0.5550327370497712,-0.5550327370497712,False
full,temperature_drop,temperature_drop,ppo,safety_first,42,0.014484609802342351,1.828559098217032e-18,347.47084814831067,0.0,0.10072941993747828,1.4628472785736255e-17,0.5546856771645704,0.0,7.261727012549325,0.13316452184869476,0.10072941993747829,0.10072941993747829,0.5546856771645703,-0.5546856771645703,False
full,temperature_drop,cold_winter,ppo,safety_first,42,0.0919426257113315,0.0,331.67641907256086,5.99182245303757e-14,0.04411253907606809,7.314236392868128e-18,0.5703812437937141,0.0,7.230542074853508,0.13316438993590157,0.04411253907606808,0.04411253907606808,0.5703812437937141,-0.5703812437937141,False
full,temperature_drop,nominal,ppo,safety_first,123,0.014496963361376172,0.0,347.496590731552,5.99182245303757e-14,0.10072941993747828,1.4628472785736255e-17,0.5546967102083633,0.0,7.261762140296081,0.13316452185106492,0.10072941993747829,0.10072941993747829,0.5546967102083633,-0.5546967102083633,False
full,temperature_drop,high_load,ppo,safety_first,123,-0.5333605822209393,0.0,438.666765405252,0.0,0.4949635290031261,5.851389114294502e-17,0.42682890115001537,0.0,7.279408824322952,0.13317302083014898,0.49496352900312607,0.49496352900312607,0.42682890115001537,-0.42682890115001537,False
full,temperature_drop,low_load,ppo,safety_first,123,0.021777061967623225,0.0,255.96123280145872,2.995911226518785e-14,0.06564779437304621,1.4628472785736255e-17,0.5276152615185625,0.0,7.2425638806781665,0.13315602245602323,0.0656477943730462,0.0656477943730462,0.5276152615185626,-0.5276152615185626,False
full,temperature_drop,shock_load,ppo,safety_first,123,0.014950059401599918,1.828559098217032e-18,348.4870802376385,0.0,0.10072941993747828,1.4628472785736255e-17,0.5550326030086074,0.0,7.2619535689753905,0.13316452185106492,0.10072941993747829,0.10072941993747829,0.5550326030086074,-0.5550326030086074,False
full,temperature_drop,temperature_drop,ppo,safety_first,123,0.014484462489436004,0.0,347.4704835425105,0.0,0.10072941993747828,1.4628472785736255e-17,0.5546855398753354,0.0,7.261726231717755,0.13316452185106492,0.10072941993747829,0.10072941993747829,0.5546855398753354,-0.5546855398753354,False
full,temperature_drop,cold_winter,ppo,safety_first,123,0.09194202296079101,0.0,331.6751715623976,0.0,0.04411253907606809,7.314236392868128e-18,0.5703806430845324,0.0,7.23053969148844,0.1331643899382571,0.04411253907606808,0.04411253907606808,0.5703806430845324,-0.5703806430845324,False
full,temperature_drop,nominal,ppo,safety_first,456,0.014497073180607565,1.828559098217032e-18,347.4968639254839,0.0,0.10072941993747828,1.4628472785736255e-17,0.554696812461063,0.0,7.261762728067497,0.13316452184816158,0.10072941993747829,0.10072941993747829,0.554696812461063,-0.554696812461063,False
full,temperature_drop,high_load,ppo,safety_first,456,-0.5333609524727588,1.1702778228589004e-16,438.6669580099213,0.0,0.4949635290031261,5.851389114294502e-17,0.42682895006582944,0.0,7.279409249938769,0.13317302082721766,0.49496352900312607,0.49496352900312607,0.42682895006582944,-0.42682895006582944,False
full,temperature_drop,low_load,ppo,safety_first,456,0.021777186783419583,0.0,255.961510017644,2.995911226518785e-14,0.06564779437304621,1.4628472785736255e-17,0.5276154249916011,0.0,7.242564532334695,0.13315602245314778,0.0656477943730462,0.0656477943730462,0.5276154249916011,-0.5276154249916011,False
full,temperature_drop,shock_load,ppo,safety_first,456,0.014950168324138497,1.828559098217032e-18,348.48735213892303,5.99182245303757e-14,0.10072941993747828,1.4628472785736255e-17,0.5550327040506097,0.0,7.261954154713036,0.13316452184816158,0.10072941993747829,0.10072941993747829,0.5550327040506097,-0.5550327040506097,False
full,temperature_drop,temperature_drop,ppo,safety_first,456,0.014484573805231462,0.0,347.4707597818407,0.0,0.10072941993747828,1.4628472785736255e-17,0.5546856433677203,0.0,7.261726824385596,0.13316452184816158,0.10072941993747829,0.10072941993747829,0.5546856433677203,-0.5546856433677203,False
full,temperature_drop,cold_winter,ppo,safety_first,456,0.09194247867214014,0.0,331.67611495875684,0.0,0.04411253907606809,7.314236392868128e-18,0.570381096580535,0.0,7.230541496476389,0.13316438993537166,0.04411253907606808,0.04411253907606808,0.570381096580535,-0.570381096580535,False
full,cold_winter,nominal,ppo,safety_first,42,-1.2275369873699857,0.0,605.5847202578714,1.198364490607514e-13,0.990274400833623,1.1702778228589004e-16,0.27191824450581153,0.0,7.3077026872962305,0.13316452184985686,0.9902744008336228,0.9902744008336228,0.27191824450581153,-0.27191824450581153,False
full,cold_winter,high_load,ppo,safety_first,42,-1.1885989000622172,0.0,767.7196922844062,0.0,0.9888850295241405,1.1702778228589004e-16,0.3086908344036695,0.0,7.330547395069426,0.13317302082892923,0.9888850295241404,0.9888850295241404,0.3086908344036695,-0.3086908344036695,False
full,cold_winter,low_load,ppo,safety_first,42,-0.5328574082233929,0.0,438.599642533224,5.99182245303757e-14,0.49461618617575553,5.851389114294502e-17,0.4270750258776806,0.0,7.279384577506912,0.1331560224548267,0.4946161861757555,0.4946161861757555,0.42707502587768054,-0.42707502587768054,False
full,cold_winter,shock_load,ppo,safety_first,42,-1.2272049984200049,0.0,607.3554803202238,1.198364490607514e-13,0.990274400833623,1.1702778228589004e-16,0.2722672190382628,0.0,7.307958206911186,0.13316452184985686,0.9902744008336228,0.9902744008336228,0.2722672190382628,-0.2722672190382628,False
full,cold_winter,temperature_drop,ppo,safety_first,42,-1.2273990317916748,2.340555645717801e-16,605.5962864636997,0.0,0.990274400833623,1.1702778228589004e-16,0.2719199434899372,0.0,7.307711143056738,0.13316452184985686,0.9902744008336228,0.9902744008336228,0.27191994348993714,-0.27191994348993714,False
full,cold_winter,cold_winter,ppo,safety_first,42,-0.238883420416713,0.0,591.0382261058685,0.0,0.3501215699895797,0.0,0.5244633756323726,0.0,7.286077548940686,0.13316438993705645,0.3501215699895797,0.3501215699895797,0.5244633756323727,-0.5244633756323727,False
full,cold_winter,nominal,ppo,safety_first,123,-1.227535619881193,0.0,605.5848108005401,0.0,0.990274400833623,1.1702778228589004e-16,0.2719182768553935,0.0,7.307702664430133,0.1331645218489838,0.9902744008336228,0.9902744008336228,0.27191827685539344,-0.27191827685539344,False
full,cold_winter,high_load,ppo,safety_first,123,-1.1885972642167673,0.0,767.7201333368341,0.0,0.9888850295241405,1.1702778228589004e-16,0.308690940804179,0.0,7.33054764262408,0.13317302082804777,0.9888850295241404,0.9888850295241404,0.308690940804179,-0.308690940804179,False
full,cold_winter,low_load,ppo,safety_first,123,-0.5328571542878981,0.0,438.599512449918,0.0,0.49461618617575553,5.851389114294502e-17,0.42707499344580924,0.0,7.279384289125661,0.13315602245396205,0.4946161861757555,0.4946161861757555,0.42707499344580924,-0.42707499344580924,False
full,cold_winter,shock_load,ppo,safety_first,123,-1.2272036279102394,2.340555645717801e-16,607.3555751102188,1.198364490607514e-13,0.990274400833623,1.1702778228589004e-16,0.27226725304887067,0.0,7.307958188261797,0.1331645218489838,0.9902744008336228,0.9902744008336228,0.27226725304887067,-0.27226725304887067,False
full,cold_winter,temperature_drop,ppo,safety_first,123,-1.2273976647604312,0.0,605.5963735679425,0.0,0.990274400833623,1.1702778228589004e-16,0.2719199751107576,0.0,7.307711116498655,0.1331645218489838,0.9902744008336228,0.9902744008336228,0.27191997511075766,-0.27191997511075766,False
full,cold_winter,cold_winter,ppo,safety_first,123,-0.23888364668812834,0.0,591.0373396873913,0.0,0.3501215699895797,0.0,0.524463140137545,0.0,7.286076379662569,0.1331643899361888,0.3501215699895797,0.3501215699895797,0.524463140137545,-0.524463140137545,False
full,cold_winter,nominal,ppo,safety_first,456,-1.2275370630721398,2.340555645717801e-16,605.584715240411,0.0,0.990274400833623,1.1702778228589004e-16,0.27191824272285653,0.0,7.30770268854702,0.1331645218502848,0.9902744008336228,0.9902744008336228,0.2719182427228566,-0.2719182427228566,False
full,cold_winter,high_load,ppo,safety_first,456,-1.188598990100958,2.340555645717801e-16,767.7196680134509,0.0,0.9888850295241405,1.1702778228589004e-16,0.3086908285488378,0.0,7.330547381448662,0.1331730208293613,0.9888850295241404,0.9888850295241404,0.3086908285488378,-0.3086908285488378,False
full,cold_winter,low_load,ppo,safety_first,456,-0.5328574222490977,0.0,438.59964973461445,0.0,0.49461618617575553,5.851389114294502e-17,0.42707502766363453,0.0,7.279384593478167,0.1331560224552506,0.4946161861757555,0.4946161861757555,0.4270750276636346,-0.4270750276636346,False
full,cold_winter,shock_load,ppo,safety_first,456,-1.2272050742812544,0.0,607.3554750728508,0.0,0.990274400833623,1.1702778228589004e-16,0.27226721716496416,0.0,7.307958207928223,0.1331645218502848,0.9902744008336228,0.9902744008336228,0.2722672171649642,-0.2722672171649642,False
full,cold_winter,temperature_drop,ppo,safety_first,456,-1.2273991074664523,0.0,605.5962816413432,0.0,0.990274400833623,1.1702778228589004e-16,0.2719199417490804,0.0,7.307711144512505,0.1331645218502848,0.9902744008336228,0.9902744008336228,0.2719199417490804,-0.2719199417490804,False
full,cold_winter,cold_winter,ppo,safety_first,456,-0.23888340775715497,0.0,591.0382753154352,1.198364490607514e-13,0.3501215699895797,0.0,0.5244633887359489,0.0,7.286077613804265,0.13316438993748173,0.3501215699895797,0.3501215699895797,0.5244633887359488,-0.5244633887359488,False
full,nominal,nominal,sac,safety_first_curriculum,42,0.7806126551265808,1.1702778228589004e-16,1685.4297021628713,0.0,0.0,0.0,0.9237222628097255,0.0,7.217389224994408,0.18920453583927527,0.0,0.0,0.9237222628097255,-0.9237222628097255,True
full,nominal,high_load,sac,safety_first_curriculum,42,0.8198776176225367,0.0,1748.329896971435,2.396728981215028e-13,0.0,0.0,0.9392970418271306,0.0,7.243758535230205,0.18766242631480176,0.0,0.0,0.9392970418271306,-0.9392970418271306,True
full,nominal,low_load,sac,safety_first_curriculum,42,0.5066655404280757,0.0,1151.786259670524,2.396728981215028e-13,0.027440083362278565,3.657118196434064e-18,0.7201951284621871,0.0,7.182223184742076,0.2302725708125611,0.02744008336227857,0.02744008336227857,0.7201951284621871,-0.7201951284621871,True
full,nominal,shock_load,sac,safety_first_curriculum,42,0.7808355030687666,1.1702778228589004e-16,1685.518312327471,0.0,0.0,0.0,0.9236001988360216,0.0,7.217752334697569,0.18873903482427196,0.0,0.0,0.9236001988360216,-0.9236001988360216,True
full,nominal,temperature_drop,sac,safety_first_curriculum,42,0.7809321073920283,0.0,1685.4929377199455,0.0,0.0,0.0,0.9237355992321378,0.0,7.217409068769894,0.18926118693872018,0.0,0.0,0.9237355992321377,-0.9237355992321377,True
full,nominal,cold_winter,sac,safety_first_curriculum,42,-0.9486345280896386,0.0,2003.5435871959721,2.396728981215028e-13,0.5514834205933682,0.0,-0.24301248639931083,1.0,7.21257661436413,0.8034702470304549,0.5514834205933682,0.5514834205933682,-0.24301248639931083,0.24301248639931083,True
full,nominal,nominal,sac,safety_first_curriculum,123,0.713639125702061,0.0,1626.4653785155083,0.0,0.0,0.0,0.890303335984416,0.0,7.16811294400336,0.18518349506645435,0.0,0.0,0.8903033359844159,-0.8903033359844159,True
full,nominal,high_load,sac,safety_first_curriculum,123,0.8460355446838494,1.1702778228589004e-16,1858.3912066046535,0.0,0.0,0.0,0.9540795536328501,0.0,7.214564014550179,0.19945449473698124,0.0,0.0,0.9540795536328501,-0.9540795536328501,True
full,nominal,low_load,sac,safety_first_curriculum,123,0.49801443179498406,0.0,1175.9126104779575,0.0,0.0,0.0,0.7601891157679929,0.0,7.119693513433569,0.17145079092962626,0.0,0.0,0.7601891157679929,-0.7601891157679929,True
full,nominal,shock_load,sac,safety_first_curriculum,123,0.717182177747137,0.0,1635.5813980186547,2.396728981215028e-13,0.0,0.0,0.8932418091590926,0.0,7.1690011225213555,0.1844706443352954,0.0,0.0,0.8932418091590923,-0.8932418091590923,True
full,nominal,temperature_drop,sac,safety_first_curriculum,123,0.7140652726747649,0.0,1630.2043074166663,2.396728981215028e-13,0.0,0.0,0.8919869198221514,0.0,7.167326532335638,0.1844706443352954,0.0,0.0,0.8919869198221513,-0.8919869198221513,True
full,nominal,cold_winter,sac,safety_first_curriculum,123,-0.10653608000040866,0.0,751.6448410947702,1.198364490607514e-13,0.11702661978905074,1.4628472785736255e-17,-0.4477891810575258,1.0,7.1448709348468125,0.8023837841367069,0.11702661978905073,0.11702661978905073,-0.44778918105752585,0.44778918105752585,True
full,nominal,nominal,sac,safety_first_curriculum,456,0.7369873664210751,0.0,1555.9571672294971,0.0,0.0,0.0,0.8861990757017317,0.0,7.238480599993525,0.15951665183463298,0.0,0.0,0.8861990757017317,-0.8861990757017317,True
full,nominal,high_load,sac,safety_first_curriculum,456,0.732250826941949,1.1702778228589004e-16,1627.154947207231,0.0,0.02882945467176103,0.0,0.9044247556189319,0.0,7.254620578207737,0.17841098241242867,0.02882945467176103,0.02882945467176103,0.904424755618932,-0.904424755618932,True
full,nominal,low_load,sac,safety_first_curriculum,456,0.4461003552981687,5.851389114294502e-17,893.7124915795072,0.0,0.0,0.0,0.6386441712786526,0.0,7.220399450045522,0.151676914028594,0.0,0.0,0.6386441712786525,-0.6386441712786525,True
full,nominal,shock_load,sac,safety_first_curriculum,456,0.7375876174099794,1.1702778228589004e-16,1556.52998977399,0.0,0.0,0.0,0.8863524199614092,0.0,7.238291186317045,0.15839626444609128,0.0,0.0,0.8863524199614092,-0.8863524199614092,True
full,nominal,temperature_drop,sac,safety_first_curriculum,456,0.7369634449903745,0.0,1555.4230911448342,0.0,0.0,0.0,0.8860143426242647,0.0,7.238687274168624,0.15964295206650658,0.0,0.0,0.8860143426242647,-0.8860143426242647,True
full,nominal,cold_winter,sac,safety_first_curriculum,456,0.3057720245997379,0.0,598.7617451705075,0.0,0.0,0.0,0.5658244328083539,0.0,7.2561022644998845,0.15209116504151182,0.0,0.0,0.565824432808354,-0.565824432808354,True
full,high_load,nominal,sac,safety_first_curriculum,42,0.64884633017233,0.0,1334.4068244042587,2.396728981215028e-13,0.0,0.0,0.8168191416529982,0.0,7.235593709721501,0.16621815789296243,0.0,0.0,0.8168191416529982,-0.8168191416529982,True
full,high_load,high_load,sac,safety_first_curriculum,42,0.7630916766039848,0.0,1611.108194530822,2.396728981215028e-13,0.0,0.0,0.8947908126864823,0.0,7.241527119450291,0.16509347448548042,0.0,0.0,0.8947908126864822,-0.8947908126864822,True
full,high_load,low_load,sac,safety_first_curriculum,42,0.4062578434510103,0.0,772.5918798398735,0.0,0.0,0.0,0.6327700923865954,0.0,7.223768848231136,0.13750777399256095,0.0,0.0,0.6327700923865955,-0.6327700923865955,True
full,high_load,shock_load,sac,safety_first_curriculum,42,0.6491268800258235,0.0,1334.969976135215,0.0,0.0,0.0,0.8166404250780237,0.0,7.235600776181698,0.16978474879314964,0.0,0.0,0.8166404250780237,-0.8166404250780237,True
full,high_load,temperature_drop,sac,safety_first_curriculum,42,0.6482223462472774,1.1702778228589004e-16,1333.6762445697623,0.0,0.0,0.0,0.8164710249150288,0.0,7.235849653902255,0.1654799978629118,0.0,0.0,0.8164710249150288,-0.8164710249150288,True
full,high_load,cold_winter,sac,safety_first_curriculum,42,0.3558390496620167,0.0,648.7830395616729,0.0,0.0,0.0,0.6517051192236154,0.0,7.281701486524327,0.13370190511245986,0.0,0.0,0.6517051192236154,-0.6517051192236154,True
full,high_load,nominal,sac,safety_first_curriculum,123,0.5018159308998253,0.0,1046.4735643313156,2.396728981215028e-13,0.0,0.0,0.7811277754817192,0.0,7.204388686027523,0.13316596795552266,0.0,0.0,0.7811277754817192,-0.7811277754817192,True
full,high_load,high_load,sac,safety_first_curriculum,123,0.5855495585076274,1.1702778228589004e-16,1193.0338400284925,0.0,0.0,0.0,0.8144601232623858,0.0,7.23379716146067,0.13317490647770697,0.0,0.0,0.8144601232623858,-0.8144601232623858,True
full,high_load,low_load,sac,safety_first_curriculum,123,0.3451166507252038,5.851389114294502e-17,737.9120465283694,0.0,0.0,0.0,0.6715687531492474,0.0,7.154981965818868,0.13315702897323684,0.0,0.0,0.6715687531492474,-0.6715687531492474,True
full,high_load,shock_load,sac,safety_first_curriculum,123,0.5052381757920343,1.1702778228589004e-16,1053.7823940568285,0.0,0.0,0.0,0.7833434049111921,0.0,7.203537692177436,0.13316596795552266,0.0,0.0,0.7833434049111921,-0.7833434049111921,True
full,high_load,temperature_drop,sac,safety_first_curriculum,123,0.5037812440693709,0.0,1050.5408245264211,2.396728981215028e-13,0.0,0.0,0.7825459945560069,0.0,7.205012814235585,0.13316596795552266,0.0,0.0,0.7825459945560069,-0.7825459945560069,True
full,high_load,cold_winter,sac,safety_first_curriculum,123,0.2660422409217462,0.0,566.4394174977322,1.198364490607514e-13,0.0,0.0,0.6183736474046613,0.0,7.195971729114835,0.1331658359076455,0.0,0.0,0.6183736474046612,-0.6183736474046612,True
full,high_load,nominal,sac,safety_first_curriculum,456,0.7132252785150868,1.1702778228589004e-16,1521.4323801502253,0.0,0.0,0.0,0.8839150403364581,0.0,7.217937284115929,0.16719416180271443,0.0,0.0,0.8839150403364581,-0.8839150403364581,True
full,high_load,high_load,sac,safety_first_curriculum,456,0.7429480129660831,1.1702778228589004e-16,1592.536084836171,0.0,0.0,0.0,0.9084100803720256,0.0,7.24454155880966,0.16750484103721083,0.0,0.0,0.9084100803720255,-0.9084100803720255,True
